Link1	Link2	MatchReal	MatchV1	MatchV3	Confidence
https://roamler-api.net/photos/dc769b02-6e71-497b-bd48-cdece117054a	https://roamler-api.net/photos/7ce8b1b9-e2a0-46fc-afdd-451f997bee15	1	1	1	35
https://roamler-api.net/photos/7ce8b1b9-e2a0-46fc-afdd-451f997bee15	https://roamler-api.net/photos/c5ebf98a-3962-493c-ba0f-552098d38262	0	0	0	25
https://roamler-api.net/photos/e53d294e-d3eb-4e5a-8616-d352916ae735	https://roamler-api.net/photos/aa96276a-5b69-4cbc-a3e5-316c12ae7c4a	1	1	1	49
https://roamler-api.net/photos/aa96276a-5b69-4cbc-a3e5-316c12ae7c4a	https://roamler-api.net/photos/aa6656b4-a849-4d43-b2b9-2903e7807987	1	1	1	51
https://roamler-api.net/photos/aa6656b4-a849-4d43-b2b9-2903e7807987	https://roamler-api.net/photos/bf6ce36c-98b8-4f48-bc89-38279c094936	1	1	1	48
https://roamler-api.net/photos/bf6ce36c-98b8-4f48-bc89-38279c094936	https://roamler-api.net/photos/b874c5bb-792f-435f-9226-e3b0cfb948f4	1	1	1	35
https://roamler-api.net/photos/955a701b-0e90-4f35-8dce-14dd68213b34	https://roamler-api.net/photos/82769e08-0302-4cc9-a8b7-cf6b0013170e	1	1	1	57
https://roamler-api.net/photos/82769e08-0302-4cc9-a8b7-cf6b0013170e	https://roamler-api.net/photos/c6b74600-76c5-42a5-959f-ce4631bf19f2	1	1	1	36
https://roamler-api.net/photos/c6b74600-76c5-42a5-959f-ce4631bf19f2	https://roamler-api.net/photos/92a029d3-2063-47a3-adbc-f97d865175b8	1	1	1	31
https://roamler-api.net/photos/92a029d3-2063-47a3-adbc-f97d865175b8	https://roamler-api.net/photos/f6ef228b-3e89-49ae-ad7b-c4dfe20edb9e	1	1	1	43
https://roamler-api.net/photos/f6ef228b-3e89-49ae-ad7b-c4dfe20edb9e	https://roamler-api.net/photos/0d49f101-eaa3-4e03-91ff-1cec009affac	1	1	1	50
https://roamler-api.net/photos/868bf53d-c4d3-42ee-b9b5-4262d7dfe3c6	https://roamler-api.net/photos/c3d33a2b-a057-43e6-8b00-8a109b5b672a	1	1	1	34
https://roamler-api.net/photos/c3d33a2b-a057-43e6-8b00-8a109b5b672a	https://roamler-api.net/photos/cdc7dafa-e49f-4f53-9f7f-1ec323405c7f	1	1	1	42
https://roamler-api.net/photos/cdc7dafa-e49f-4f53-9f7f-1ec323405c7f	https://roamler-api.net/photos/6de9d7b2-e693-4d0a-be37-f9d556c381f0	0	0	0	26
https://roamler-api.net/photos/df44b9a1-45a3-46da-9089-45834cda1ea9	https://roamler-api.net/photos/bf40b1d9-a825-41ab-8bff-ba2fd90e4bf5	1	1	1	50
https://roamler-api.net/photos/df451ae1-d24b-4dbb-8393-796847a0221c	https://roamler-api.net/photos/00000000-0000-0000-0000-000000000000	0	0	ERROR	0
https://roamler-api.net/photos/d8ab1f81-06a4-4600-8659-2480ec422d89	https://roamler-api.net/photos/0894f89b-8726-47ae-811b-a53052685e99	1	0	0	30
https://roamler-api.net/photos/9848f980-bb35-4b59-99f2-47330ee1297a	https://roamler-api.net/photos/c3bdba3d-c02b-441e-a9fb-b93b33a24ed9	1	1	1	36
https://roamler-api.net/photos/22e66d7d-a837-4882-9f67-c42517df0105	https://roamler-api.net/photos/ba9702e8-7c07-4f9b-a261-188dba95f907	1	1	1	33
https://roamler-api.net/photos/ba9702e8-7c07-4f9b-a261-188dba95f907	https://roamler-api.net/photos/b65c146e-80ed-4288-bc60-e201daf148b9	1	1	1	44
https://roamler-api.net/photos/044ee667-0aa8-44a4-8cc4-b6d8dda7ed7b	https://roamler-api.net/photos/b40de4c7-adc5-4320-9d5b-b98b1f686121	1	0	0	30
https://roamler-api.net/photos/f770e28c-fe03-4bd2-9fd0-ac17021e037d	https://roamler-api.net/photos/49ac3fa8-d035-4cbb-b95e-e6a6050822dc	1	1	1	40
https://roamler-api.net/photos/53282e33-d17d-480e-b437-b28556662f3e	https://roamler-api.net/photos/0f35cd08-34ee-4c72-bc96-1671c8bf6d5b	1	1	1	34
https://roamler-api.net/photos/0f35cd08-34ee-4c72-bc96-1671c8bf6d5b	https://roamler-api.net/photos/21e54ac0-066b-4a71-977f-e3396ed699f3	1	1	1	41
https://roamler-api.net/photos/3355e74c-3373-4b0f-baa8-7e5654e01f49	https://roamler-api.net/photos/e2083bc2-23f6-45bb-9d50-695bc73b59c6	1	0	0	24
https://roamler-api.net/photos/5a2d72da-322e-4909-9f86-b0a429e352cb	https://roamler-api.net/photos/4e1b9538-9b4e-4c1a-b07d-83ddf1edd555	1	1	1	66
https://roamler-api.net/photos/4e1b9538-9b4e-4c1a-b07d-83ddf1edd555	https://roamler-api.net/photos/0993eed8-c51b-4aa8-b626-bd3fb8292d88	1	1	1	67
https://roamler-api.net/photos/0993eed8-c51b-4aa8-b626-bd3fb8292d88	https://roamler-api.net/photos/fa57bcee-9cab-4b6a-89f9-91ce164f810a	1	1	1	64
https://roamler-api.net/photos/fa57bcee-9cab-4b6a-89f9-91ce164f810a	https://roamler-api.net/photos/a268d0db-5d87-45ee-8618-964241060079	1	1	1	64
https://roamler-api.net/photos/d090829b-19bf-400a-86fd-7e7df54651b9	https://roamler-api.net/photos/209b3285-dc9a-4382-9fb3-1e45b414a047	0	0	0	9
https://roamler-api.net/photos/209b3285-dc9a-4382-9fb3-1e45b414a047	https://roamler-api.net/photos/a3178ee5-733f-4ba6-abc1-9bf71a367d05	1	0	0	21
https://roamler-api.net/photos/7ca41806-f8df-47a6-b880-dd09c4df5b8e	https://roamler-api.net/photos/21d62fbd-c328-457e-ae5c-d9f8278870c0	1	1	1	35
https://roamler-api.net/photos/21d62fbd-c328-457e-ae5c-d9f8278870c0	https://roamler-api.net/photos/44c4bdc3-ee5c-498a-9776-00847501b9ed	1	0	0	27
https://roamler-api.net/photos/44c4bdc3-ee5c-498a-9776-00847501b9ed	https://roamler-api.net/photos/337595b4-3ebd-40bb-96ab-9362bbc4a422	1	1	1	34
https://roamler-api.net/photos/dacd1e78-a1b4-4c45-b8d3-811b92fb893a	https://roamler-api.net/photos/6d509bf6-21f6-4247-9fcf-3c08e818b3c1	1	0	0	27
https://roamler-api.net/photos/6d509bf6-21f6-4247-9fcf-3c08e818b3c1	https://roamler-api.net/photos/40d89295-b0e7-4078-a46d-10bc336a73a2	1	0	0	29
https://roamler-api.net/photos/2aa40c44-d0a8-4df7-891d-f16cabe66f7c	https://roamler-api.net/photos/f3e393d7-57db-4515-9770-3ac6215947a9	1	0	0	22
https://roamler-api.net/photos/f3e393d7-57db-4515-9770-3ac6215947a9	https://roamler-api.net/photos/8f588870-0892-4fda-b040-ebd5ec57c220	1	0	0	24
https://roamler-api.net/photos/9ffcab56-9898-4231-a16c-39cb4e120be4	https://roamler-api.net/photos/d5d56845-745c-4584-9369-c08d6a235784	1	0	0	19
https://roamler-api.net/photos/d5d56845-745c-4584-9369-c08d6a235784	https://roamler-api.net/photos/ee1a703f-bcdc-4378-96f6-f52a15cffbbe	0	0	0	23
https://roamler-api.net/photos/ee1a703f-bcdc-4378-96f6-f52a15cffbbe	https://roamler-api.net/photos/4fcc1cc3-b2c4-457b-93a6-254b9581ea41	1	0	0	25
https://roamler-api.net/photos/4fcc1cc3-b2c4-457b-93a6-254b9581ea41	https://roamler-api.net/photos/4a2889c2-a3b6-4c3f-be84-9f7b5638f212	0	0	0	11
https://roamler-api.net/photos/4a2889c2-a3b6-4c3f-be84-9f7b5638f212	https://roamler-api.net/photos/e1d4e7fa-7b37-41f0-9f13-aeb83b35ad7b	1	1	1	62
https://roamler-api.net/photos/e1d4e7fa-7b37-41f0-9f13-aeb83b35ad7b	https://roamler-api.net/photos/5a8db87f-8837-4eb6-ac41-1fbe63b0fabd	1	1	1	57
https://roamler-api.net/photos/799bba09-0d33-42de-97c6-c71e5c29ffc8	https://roamler-api.net/photos/c1ee2e49-9546-495e-ada0-9cc2ed842469	1	1	1	39
https://roamler-api.net/photos/c1ee2e49-9546-495e-ada0-9cc2ed842469	https://roamler-api.net/photos/bec677ba-1a0a-4234-8afb-f8aa2af1b666	1	1	1	40
https://roamler-api.net/photos/bec677ba-1a0a-4234-8afb-f8aa2af1b666	https://roamler-api.net/photos/012a8cec-e997-49b4-8f82-b9e5f14b487f	0	0	0	23
https://roamler-api.net/photos/cdc02c03-aad9-447b-98c2-ad088132d5c8	https://roamler-api.net/photos/8d106d05-14b4-4a4d-8b83-8973af57d617	1	1	1	60
https://roamler-api.net/photos/8d106d05-14b4-4a4d-8b83-8973af57d617	https://roamler-api.net/photos/2657b81d-2593-4b43-82cc-346d9a5534a0	1	1	1	53
https://roamler-api.net/photos/2657b81d-2593-4b43-82cc-346d9a5534a0	https://roamler-api.net/photos/d2c8b293-fbc2-4cd0-bfdc-2737405d9c18	1	1	1	50
https://roamler-api.net/photos/f556d705-51b8-450a-9bf1-e0cd500788a4	https://roamler-api.net/photos/33dc3bf4-6b56-4efe-84a1-dc75d8eda3ad	1	1	1	45
https://roamler-api.net/photos/33dc3bf4-6b56-4efe-84a1-dc75d8eda3ad	https://roamler-api.net/photos/ffca12e6-0eff-416f-97e8-17d9f5ab3353	1	1	1	48
https://roamler-api.net/photos/ffca12e6-0eff-416f-97e8-17d9f5ab3353	https://roamler-api.net/photos/d09d6057-8551-42f0-adce-fb94adae5bdd	1	1	1	50
https://roamler-api.net/photos/d09d6057-8551-42f0-adce-fb94adae5bdd	https://roamler-api.net/photos/e28b2627-a684-4d8a-b369-2c7b2b1af590	1	1	1	42
https://roamler-api.net/photos/adc2110b-ec08-47a5-88f2-45268550ce1d	https://roamler-api.net/photos/a070378e-547c-48fe-bc3f-5647e2dddbc5	1	1	1	34
https://roamler-api.net/photos/a070378e-547c-48fe-bc3f-5647e2dddbc5	https://roamler-api.net/photos/ffcd3ba2-6266-441f-a079-aa593495553a	1	1	1	39
https://roamler-api.net/photos/ffcd3ba2-6266-441f-a079-aa593495553a	https://roamler-api.net/photos/2bf7d3ae-8ae7-4363-b5b4-18ba14679751	1	1	1	49
https://roamler-api.net/photos/9a527ac8-00fe-41c9-807a-5e41945d9d65	https://roamler-api.net/photos/c8bc5dee-b2f9-4d1b-ae81-866de3b4aa51	0	1	1	47
https://roamler-api.net/photos/c8bc5dee-b2f9-4d1b-ae81-866de3b4aa51	https://roamler-api.net/photos/77fe0d72-c20d-44e4-81a4-6d5dc18c5068	1	1	1	56
https://roamler-api.net/photos/77fe0d72-c20d-44e4-81a4-6d5dc18c5068	https://roamler-api.net/photos/7b1e9c74-dbab-4153-aec9-8e461db31815	1	1	1	51
https://roamler-api.net/photos/7b1e9c74-dbab-4153-aec9-8e461db31815	https://roamler-api.net/photos/5374f9c5-d87b-4e11-a742-53ad1af9243c	1	1	1	62
https://roamler-api.net/photos/5374f9c5-d87b-4e11-a742-53ad1af9243c	https://roamler-api.net/photos/2ab59cec-646d-4896-ae30-d4cd86c5d8fe	1	1	1	61
https://roamler-api.net/photos/9191dfa2-5f63-43d8-9ff1-1edd6a79b2ac	https://roamler-api.net/photos/5cd58798-4c05-4904-a077-1ad1684696cd	0	0	0	13
https://roamler-api.net/photos/5cd58798-4c05-4904-a077-1ad1684696cd	https://roamler-api.net/photos/27b349e7-3afc-4e20-be63-0f932bf42887	1	1	1	43
https://roamler-api.net/photos/27b349e7-3afc-4e20-be63-0f932bf42887	https://roamler-api.net/photos/dbeb6b13-18bd-49c2-8e04-318544c95771	1	1	1	32
https://roamler-api.net/photos/ffd97847-f5d1-496c-9ea9-00b3eba346b2	https://roamler-api.net/photos/6f27110f-fed2-4dfc-af9d-4a3b6514d51f	1	1	1	41
https://roamler-api.net/photos/6f27110f-fed2-4dfc-af9d-4a3b6514d51f	https://roamler-api.net/photos/16847c12-655d-44e9-8ca8-ea29efe37d04	1	0	0	29
https://roamler-api.net/photos/16847c12-655d-44e9-8ca8-ea29efe37d04	https://roamler-api.net/photos/fc350d17-0bf4-4cc4-9ed9-732c2ae1debd	1	1	1	37
https://roamler-api.net/photos/fc350d17-0bf4-4cc4-9ed9-732c2ae1debd	https://roamler-api.net/photos/8f50ae35-9172-4a86-8c09-05d44d0b4a4b	1	1	1	34
https://roamler-api.net/photos/8f50ae35-9172-4a86-8c09-05d44d0b4a4b	https://roamler-api.net/photos/af24d4d4-6758-4cc2-8985-1e39eae1e980	1	0	0	29
https://roamler-api.net/photos/af24d4d4-6758-4cc2-8985-1e39eae1e980	https://roamler-api.net/photos/fc6f2461-76e6-41c9-85c8-b0b23f21a400	1	1	1	42
https://roamler-api.net/photos/2f71c44e-a206-4073-93af-10a83adf50ca	https://roamler-api.net/photos/263436b9-61a4-4669-9540-00d358751226	1	0	0	29
https://roamler-api.net/photos/263436b9-61a4-4669-9540-00d358751226	https://roamler-api.net/photos/d7fd4654-2868-4011-b373-3f44e15b1938	1	1	1	43
https://roamler-api.net/photos/d7fd4654-2868-4011-b373-3f44e15b1938	https://roamler-api.net/photos/8f10e07d-b19f-4f69-b92f-d51e4b028d71	1	1	1	45
https://roamler-api.net/photos/8f10e07d-b19f-4f69-b92f-d51e4b028d71	https://roamler-api.net/photos/9555f7a6-2702-4769-9dd7-f2063f378b0a	1	0	0	29
https://roamler-api.net/photos/9555f7a6-2702-4769-9dd7-f2063f378b0a	https://roamler-api.net/photos/b364b46c-87fe-4418-bfde-54f1a05a56a3	1	1	1	33
https://roamler-api.net/photos/b364b46c-87fe-4418-bfde-54f1a05a56a3	https://roamler-api.net/photos/81ba4c88-1ac0-41b9-9bb6-775a99b02e93	1	1	1	32
https://roamler-api.net/photos/81ba4c88-1ac0-41b9-9bb6-775a99b02e93	https://roamler-api.net/photos/6cb20075-5e71-4148-b0b5-01c6c9960464	1	1	1	32
https://roamler-api.net/photos/6cb20075-5e71-4148-b0b5-01c6c9960464	https://roamler-api.net/photos/b1a43a35-a07a-4b35-8d0d-bd07f19efa91	1	1	1	35
https://roamler-api.net/photos/3edbf8bc-2f40-4093-93f1-208d97047b93	https://roamler-api.net/photos/4c854b21-62fd-49c3-b26e-21003cde2e4e	1	1	1	41
https://roamler-api.net/photos/4c854b21-62fd-49c3-b26e-21003cde2e4e	https://roamler-api.net/photos/664e1867-3bbc-4bad-9a5a-520365b8ed03	1	0	0	28
https://roamler-api.net/photos/664e1867-3bbc-4bad-9a5a-520365b8ed03	https://roamler-api.net/photos/ae1f012b-87e3-4638-a128-4d9f25d24483	1	0	0	24
https://roamler-api.net/photos/2ca6ed9e-8896-49cb-bd34-f0b23e0923e2	https://roamler-api.net/photos/a7a71abb-f718-453d-afb4-4765ce4501b4	1	1	1	47
https://roamler-api.net/photos/a7a71abb-f718-453d-afb4-4765ce4501b4	https://roamler-api.net/photos/5e05586c-4c17-495b-a49c-4f073ca6dd83	1	1	1	39
https://roamler-api.net/photos/edb48395-882c-4ca6-bd82-be84519a0ab2	https://roamler-api.net/photos/9cf204aa-c3e2-4bc0-b00f-6faccdd9a0ff	1	1	1	40
https://roamler-api.net/photos/9cf204aa-c3e2-4bc0-b00f-6faccdd9a0ff	https://roamler-api.net/photos/64b226e7-7468-4528-af85-e138d9c6deb4	0	0	0	14
https://roamler-api.net/photos/07f66c5d-660e-45fd-9c45-83e8c4c97a45	https://roamler-api.net/photos/b410add7-feca-4cbf-aca6-b5857c6a0076	1	1	1	41
https://roamler-api.net/photos/b410add7-feca-4cbf-aca6-b5857c6a0076	https://roamler-api.net/photos/85368916-b3b0-4939-ace9-96b39a11b12f	1	1	1	39
https://roamler-api.net/photos/ea2b3e37-1c77-48e4-acae-d77b714a404b	https://roamler-api.net/photos/a04e82c0-74fc-43d2-9a61-9081f89c68b6	1	0	0	23
https://roamler-api.net/photos/a04e82c0-74fc-43d2-9a61-9081f89c68b6	https://roamler-api.net/photos/36993637-b4eb-46ea-8e43-9da36fa6d73d	1	1	1	34
https://roamler-api.net/photos/36993637-b4eb-46ea-8e43-9da36fa6d73d	https://roamler-api.net/photos/cbe40c22-6ef5-4dc1-883c-1db5fadbb2f4	1	0	0	19
https://roamler-api.net/photos/456c1ff9-3cb4-47ae-ac4c-878e497e2c38	https://roamler-api.net/photos/12dd8913-83d8-4d47-9c93-2c60cbba5fe0	1	0	0	22
https://roamler-api.net/photos/5d815190-14e0-4569-bced-affa1f79bbf1	https://roamler-api.net/photos/2eb40fcd-7dd6-43bf-9a74-26c88888652e	0	0	0	27
https://roamler-api.net/photos/2eb40fcd-7dd6-43bf-9a74-26c88888652e	https://roamler-api.net/photos/0c59f8f2-ba00-4686-9f58-c6cb4e8b1e35	1	1	1	32
https://roamler-api.net/photos/0c59f8f2-ba00-4686-9f58-c6cb4e8b1e35	https://roamler-api.net/photos/dfd89b81-0ac2-4a34-9c7d-c20b8196de09	1	1	1	47
https://roamler-api.net/photos/dfd89b81-0ac2-4a34-9c7d-c20b8196de09	https://roamler-api.net/photos/659a4da0-dd1b-44af-a357-2893e5ec9c6a	1	1	1	38
https://roamler-api.net/photos/659a4da0-dd1b-44af-a357-2893e5ec9c6a	https://roamler-api.net/photos/464c4f2e-70eb-476a-bcff-f10218eeb1f9	1	0	0	22
https://roamler-api.net/photos/464c4f2e-70eb-476a-bcff-f10218eeb1f9	https://roamler-api.net/photos/ff6902ca-e1f7-456e-9a93-7f4f229544d1	1	1	1	60
https://roamler-api.net/photos/50a5bb92-0d8a-4265-b7f3-9443321975fd	https://roamler-api.net/photos/4b034525-2640-44e1-86e4-4a36fbe3f183	1	1	1	31
https://roamler-api.net/photos/4b034525-2640-44e1-86e4-4a36fbe3f183	https://roamler-api.net/photos/286c9d7a-73c2-4b67-a603-bd6fc94f601d	1	0	0	28
https://roamler-api.net/photos/286c9d7a-73c2-4b67-a603-bd6fc94f601d	https://roamler-api.net/photos/5028402c-a8f7-486d-822a-e71f336a843e	0	0	0	12
https://roamler-api.net/photos/028db0fb-b5d8-467d-85ec-eb3a71bfd7ab	https://roamler-api.net/photos/1a02eeec-0f37-41fd-b96f-2947d8f49196	1	1	1	38
https://roamler-api.net/photos/1a02eeec-0f37-41fd-b96f-2947d8f49196	https://roamler-api.net/photos/e53562c6-742c-4ea0-85f8-3459810ae9f6	1	1	1	55
https://roamler-api.net/photos/e53562c6-742c-4ea0-85f8-3459810ae9f6	https://roamler-api.net/photos/7e2d5a69-3743-407f-9f1e-6bfe6edba904	1	1	1	49
https://roamler-api.net/photos/7e2d5a69-3743-407f-9f1e-6bfe6edba904	https://roamler-api.net/photos/d0a7133d-7b24-41ae-b67c-b3e1dbb4e346	1	1	1	43
https://roamler-api.net/photos/d0a7133d-7b24-41ae-b67c-b3e1dbb4e346	https://roamler-api.net/photos/76d22c31-7840-4f74-b3f9-f0e36b20811a	1	1	1	41
https://roamler-api.net/photos/76d22c31-7840-4f74-b3f9-f0e36b20811a	https://roamler-api.net/photos/4f271eca-4a8a-4272-aafa-88a0b74fe2a4	1	1	1	34
https://roamler-api.net/photos/4f271eca-4a8a-4272-aafa-88a0b74fe2a4	https://roamler-api.net/photos/5c5c5dab-d7c1-4ae2-b434-1db950621acb	1	1	1	41
https://roamler-api.net/photos/d0103643-c328-4120-a2d6-51fac6b7135c	https://roamler-api.net/photos/1eb6d3b7-1cdd-4b8f-a98a-1289979fdc7f	1	0	0	29
https://roamler-api.net/photos/1eb6d3b7-1cdd-4b8f-a98a-1289979fdc7f	https://roamler-api.net/photos/c0129d90-bf76-486b-888c-30bf91fa6647	1	1	1	32
https://roamler-api.net/photos/c0129d90-bf76-486b-888c-30bf91fa6647	https://roamler-api.net/photos/dc8968ec-ac30-4979-9ed3-ccfcd4a10d23	1	1	1	33
https://roamler-api.net/photos/dc8968ec-ac30-4979-9ed3-ccfcd4a10d23	https://roamler-api.net/photos/627ae280-3cff-4713-8458-4a949f646d66	1	0	0	21
https://roamler-api.net/photos/627ae280-3cff-4713-8458-4a949f646d66	https://roamler-api.net/photos/a02b906a-3cf6-485a-a2f7-6cb480266300	1	1	1	31
https://roamler-api.net/photos/a02b906a-3cf6-485a-a2f7-6cb480266300	https://roamler-api.net/photos/34c3cb40-843e-4711-b884-eafea76f419b	1	1	1	33
https://roamler-api.net/photos/fba2e2d2-986a-4b1d-9ec9-e20361bd728a	https://roamler-api.net/photos/2e06c193-31d7-46fb-970c-ef09f7bfaa0a	1	0	0	15
https://roamler-api.net/photos/2e06c193-31d7-46fb-970c-ef09f7bfaa0a	https://roamler-api.net/photos/3d1b74f3-440d-400d-920e-2a94b29f1c55	1	0	0	25
https://roamler-api.net/photos/f745d5fa-95f0-4307-abef-ca4efb9ce0fd	https://roamler-api.net/photos/4eb938e9-2d18-4b24-921c-a8991849a5da	1	1	1	35
https://roamler-api.net/photos/4eb938e9-2d18-4b24-921c-a8991849a5da	https://roamler-api.net/photos/38e4dd0f-bb2e-4a86-8a1a-fac2258a7eb0	1	1	1	39
https://roamler-api.net/photos/38e4dd0f-bb2e-4a86-8a1a-fac2258a7eb0	https://roamler-api.net/photos/030b0f22-b278-4514-81ec-ef2d8fd95b14	1	1	1	65
https://roamler-api.net/photos/030b0f22-b278-4514-81ec-ef2d8fd95b14	https://roamler-api.net/photos/c6ece05c-c3c3-47f2-addc-e8f2da2c9fd4	1	1	1	62
https://roamler-api.net/photos/c6ece05c-c3c3-47f2-addc-e8f2da2c9fd4	https://roamler-api.net/photos/5815d2a3-1c82-4b0e-8609-c588fae3b2cf	1	1	1	58
https://roamler-api.net/photos/c33bf449-d7d9-4363-b7e9-4e575b32f551	https://roamler-api.net/photos/e52752f6-66c2-4eb9-8544-e09faa39ccb0	0	0	0	17
https://roamler-api.net/photos/e52752f6-66c2-4eb9-8544-e09faa39ccb0	https://roamler-api.net/photos/0179dc2d-3ae4-411c-9867-ecd6feca982e	1	1	1	43
https://roamler-api.net/photos/eba6f005-ee70-4c01-a77d-a66add986053	https://roamler-api.net/photos/4874d5d5-58d8-445e-ae9b-22d30b6aa93f	1	1	1	46
https://roamler-api.net/photos/4874d5d5-58d8-445e-ae9b-22d30b6aa93f	https://roamler-api.net/photos/f86a789a-08f0-4c6d-8592-9e86285d993f	1	1	1	39
https://roamler-api.net/photos/abb579e6-1cb2-414b-91e5-8493d44de39c	https://roamler-api.net/photos/17c68673-ecd6-4fa6-8520-e6493b587fab	1	1	1	31
https://roamler-api.net/photos/17c68673-ecd6-4fa6-8520-e6493b587fab	https://roamler-api.net/photos/fcaaa067-4c84-4b62-ab70-627733e646b2	1	1	1	45
https://roamler-api.net/photos/fcaaa067-4c84-4b62-ab70-627733e646b2	https://roamler-api.net/photos/e7e44570-d82f-434b-b04a-aa6a6f7486c4	1	1	1	37
https://roamler-api.net/photos/e7e44570-d82f-434b-b04a-aa6a6f7486c4	https://roamler-api.net/photos/00f9485c-cfee-4651-b04f-f53a2a948de4	1	1	1	45
https://roamler-api.net/photos/ae2b53f5-a547-4f07-b8ad-bff3c2aae60a	https://roamler-api.net/photos/b48b8f67-7cbb-4b00-9446-e26cf0e86235	1	0	0	22
https://roamler-api.net/photos/b48b8f67-7cbb-4b00-9446-e26cf0e86235	https://roamler-api.net/photos/582cf627-0345-4898-8ba3-47cbfd8437d2	1	0	0	29
https://roamler-api.net/photos/7812a3e8-0503-4ab9-b3ca-f8a78e4506dd	https://roamler-api.net/photos/ede98862-f6b4-45fc-9e56-3c37b54deb7d	1	1	1	33
https://roamler-api.net/photos/ede98862-f6b4-45fc-9e56-3c37b54deb7d	https://roamler-api.net/photos/d224f710-7986-4470-b53f-cace9024c57c	1	1	1	44
https://roamler-api.net/photos/d224f710-7986-4470-b53f-cace9024c57c	https://roamler-api.net/photos/4d40e1e7-8a33-4a84-a483-3be4c39b7ab9	1	1	1	38
